b_var[1]	b_var[2]	b_var[3]
0.7010196707483933	0.9510276130310626	4.060647736665695
1.4270372816119523	3.9725032727345777	0.8522553992306824
1.0697458928801429	1.875698001397253	1.7842986812947133
0.9687064299152263	1.995442960307112	1.9128842832234192
1.226740750895468	5.542983703385447	5.336968177564786
9.139355689607813	1.69857319795015	1.9539398299222261
0.9740594024309596	4.45111146584961	4.759199837762822
2.539929138652472	2.4808852501360534	1.7989286366032147
0.7812939499282371	5.555850846442864	2.5535021720762288
7.542833801289422	2.4419183895891168	0.7107625662810038
0.5645298894940259	4.283821072005873	0.5516973035025603
3.5301030991622606	11.172679138324709	1.0455284388145565
1.8672016475815865	5.060469614640131	2.1988889667107756
1.0298212618750064	3.7581927512774422	3.5847639644962874
0.7900145192872801	7.511178833834033	2.4171202630908732
1.3845699156305005	4.519529222698867	4.997028632659487
3.1946026670629126	1.6982883811890013	8.42812979707176
1.4324273348198309	4.935368079601961	1.333772436136856
2.023373389093192	1.3037152729578343	8.18491577605742
1.7250859389121906	2.2404497648309563	2.1314987077664673
0.7438259738943471	7.551024147020802	2.439546714140993
1.5136329184348607	4.526384141660315	1.1207791207773459
2.547332846531974	25.29922912461358	0.405570025454491
0.8761210556365339	4.731363106315613	0.8363376449722998
1.388355187274126	2.380630471159228	0.6921533191391196
0.6644070918623074	4.131705693255012	2.9042521152547
1.1321521736080646	4.736136998952094	1.300818527732912
1.3829523297469237	3.0961900295376017	0.3324010405706193
0.6015064793474676	10.49072560581925	3.8914232468696155
1.490053913388098	1.961560765060859	1.8525533194896542
1.6325583298876951	4.020656912068784	1.716405682376315
1.0844958548763262	8.016508493500458	3.3661841695109596
1.7909531824353029	1.4778546030220012	1.1030112729905268
0.8578142457957951	1.123007688516673	1.197197575133432
1.2872300849181024	2.812809642920524	0.5938002488601306
0.7308204385962933	1.808294367500898	1.2728029948168516
0.6362962806991184	2.37536602263874	0.8874845528674703
1.0049760325709889	50.265667352377584	5.559938286078891
1.5926654941489788	2.4261003538749417	1.0066502468964278
0.6132930995429898	4.3574449366128025	4.76986796123508
1.0317702638564419	4.4481270066181064	5.594320905582024
0.9601435594178368	2.459997587737268	0.5417823431407879
1.0277566469326094	1.616496449886668	0.44361914352899745
0.5442955624193845	5.614954483687971	0.8667567299133311
1.2293268179328998	2.8079215380623235	0.3275832434572128
1.1681920495125027	3.716388492825605	0.6501972640325963
1.5848348126808842	1.659945460152902	1.781591155567833
0.49562478344573396	7.5384643403720855	2.3391995163838137
0.7079298837709105	1.7686444927274145	0.9284732823253652
0.3588176296362487	6.668068921845919	0.7424700076407456
0.4404471451163196	2.9544758411830845	0.3364685932961906
0.3696745713283522	1.3157434268863561	0.4845668603814039
0.2601676544263883	2.4774228380464924	1.3233463706700281
0.4888437477312893	1.1308860443590978	2.838314213353879
0.3368470607869821	1.3853414318197566	0.946785824377392
0.6270962242734697	2.6280168811257143	4.258910917398859
0.28298208694273247	0.8567142823933617	0.6589558299408299
0.4972827371579548	0.5732568077796767	4.801421477460428
1.1335032287558455	0.7009647174143165	0.783220588581121
0.6408813827935009	0.8079730419192819	0.4239679459833739
0.35848053101310395	0.759609452410316	1.0587363101410878
0.29778838236928745	1.1498975239455964	1.5829849919237666
0.48618774288039424	1.376000640854525	2.4365499348265565
0.25057169030603516	0.8544731007212406	0.664395606142304
0.5498275302883806	1.0850574324976303	0.6241894631269833
1.4211072828401432	1.472087467414338	1.0095566955841622
0.5135390534748383	1.395465871294381	0.8578548588051399
0.4815076469270538	1.1883868908237654	0.575752561533335
0.8187395583555066	1.0801801554520616	0.9654081098543174
0.7510654027065815	0.6583369589413783	1.6152509507132569
0.7235336219185255	1.8302791911479022	0.8686466716982856
0.8250356039767529	1.392106133222264	1.8724623687974111
0.4551993491275326	0.8632910868079686	2.7702301865081926
1.0043610683102016	0.6899399252457772	0.7333806148219689
1.089929565158172	1.2822026453970083	0.696219216266963
2.486171491642797	1.7227467890846269	0.26242809165114905
0.7840442978852843	2.0988066439084494	1.5915868917513873
0.5335330944080682	0.8477896540790394	1.3773161234659377
0.9708468377154736	0.9955350163889881	0.3165409771844459
