γ_var[1]	γ_var[2]
4.7394634454330005	1.0533593665685612
5.627763063574961	1.0811057765558223
5.459398468029484	1.067005201080299
5.196737361055414	1.0375273299117775
4.962921357744095	1.0597525246942932
5.4009969233968596	1.0526941535731134
4.934660777272004	1.0608432278037259
4.651468989495137	1.1172690608712426
5.38448501119877	1.104826986011428
5.261049636324864	1.0275075193413217
4.809678408788312	1.062968143461292
5.175778700976493	1.15298517961886
5.010490692645111	1.17105597429923
5.012572510686494	1.254883399445702
4.7387470741994155	1.2493244294593588
5.079139965363589	1.1911148085160872
5.020507168836103	1.1906625871739065
4.440151767653215	1.1292350644421498
4.867567357061131	1.2064979930876512
4.397780396479371	1.1875141230668256
4.812733085811184	1.1602012204353538
5.569819696592316	1.1885283077356255
4.962598893324607	1.1124812564482216
4.65639655489604	1.147720316431929
4.8416557852477755	1.0852989201810925
4.652989228119267	1.1400525543001938
5.691702876100833	1.060034660265093
6.185881592968557	1.1011951690961506
4.643377571571629	1.0277300519857702
5.615912800730447	0.9672472737491382
5.076585926875167	1.0642251288491948
4.929717016902788	1.0766580204618879
5.053651789754106	1.0549112373045941
4.845122615807443	1.2857914813734388
4.9486319199901	1.2957965645604403
5.156741148589098	1.2677793674854283
5.463158336929376	1.135695000146866
5.746274680556244	1.1711994516666115
5.529355281147892	1.2011687271782312
5.6057915255364605	1.1460963393792354
5.799241920772011	1.1292108995814327
5.363334814337979	1.1824991782958882
5.829936046055504	1.2021539263249121
6.049684229070496	1.2694106086139207
5.186356953161888	1.1797232495190646
4.899787516248805	1.24204840202849
5.1084629794038685	1.1696944777692588
5.407166709863597	1.1025498576850201
4.985737059870448	1.1508578019340634
4.842590883901781	1.2071581603782227
5.183491910448865	1.1295333877536409
4.683931624967254	1.3068099966857838
4.89129044998749	1.2948610550259623
4.830143140614273	1.2884452757400617
5.019578631536851	1.3172198602992127
5.746929837354421	1.2521052789448914
4.927025733936602	1.324901600999425
4.984535341512666	1.19087279609511
5.402820320682985	1.2016275430138827
4.909867858054899	1.2487347326827964
4.991875084798117	1.2078775694127728
5.343579893504824	1.220261652687915
4.686355393524581	1.2367477830785638
5.831735287813242	1.2337760878073303
5.360429203609775	1.318097966769221
5.185352814930703	1.22064111832343
5.456608319489531	1.1441557122125532
4.738245548399294	1.2138695993958613
4.771466717218653	1.2025488838871252
4.982660421976903	1.1763751266784883
4.839786302286681	1.243918049730551
4.7828740596668995	1.2571103551070908
4.838225472707815	1.1238010992272724
4.768437839998196	1.1441218829196618
4.942880503982246	1.2357859819067893
5.036892742365762	1.2021397025647218
5.009322001558824	1.1574369152753337
4.398612563117178	1.14376878229895
4.588335558494258	1.1339418580540457
4.54823027893331	1.2532574149807745
4.245538513627171	1.2717178491868741
5.055478048242043	1.2388253451279136
4.439205616789235	1.1578908775764285
4.880603853313651	1.3145531276677676
5.091164083070933	1.2864150091744746
4.941430012505766	1.2535627394857605
4.404067267174347	1.2763346890405551
4.020619165450736	1.2184617730990752
5.007309321926769	1.131236059192183
5.261648832948585	1.0982962357149744
5.172620156316731	1.094864995559175
4.468336291820306	1.1456662653040635
6.04206852160553	1.188259259942965
5.123714805540333	1.222854289330875
5.806691389071333	1.1578029804516317
4.837621041965672	1.173128438585672
5.154566201429821	1.1653573241435011
4.996339269135711	1.125169948118145
4.0367677170651435	1.1193659862915706
4.3674361946645375	1.0370455260085034
4.684522698849866	1.0771464977284058
4.659366493357439	1.061079665127371
4.588592629321517	1.0409489294113
4.36490126717775	1.0390857679882397
4.340087761981261	1.1089415346400437
4.421580612356712	1.0091867676405932
4.670918913483294	1.0747244154403914
4.937180511238872	1.0526586287981985
5.172634920210925	1.2443745066835332
4.842900986573759	1.1339156558661398
5.192825858041777	1.109763972595936
4.62185436555252	1.1612411129234208
4.7937852230675775	1.0673020173935788
4.344839384245728	1.0834180364797334
5.173591582581517	1.1641674231213819
4.754938837638714	1.1042182154510713
4.994738050200381	1.122028291808115
4.616702373714611	1.0686234997849526
4.94947780114411	1.0661470444891503
4.562159675251694	1.0448195642595444
4.7495398707879986	1.1409839718304724
4.465709035587021	1.0819045954427409
4.338943681985094	1.2899859121878354
4.9707186835592	1.1461442858219486
4.781736490038232	1.0572485225694368
4.559190820478146	1.1698599627793198
4.599061062403314	1.2238675816646019
4.785382984982567	1.300998025240528
4.802458282938716	1.2906108834872985
4.949140111589425	1.0900651448847052
4.919319433016784	1.0914848072503238
4.165628709429837	1.085160775912797
5.02284044001831	1.1410873710217733
4.643492945712156	1.111839857743476
4.467675822898437	1.1018933348507642
5.103779096711591	1.1366898756423103
