mamba_name	mamba_node	value	mean	2.5%	25.0%	50.0%	75.0%	97.5%
β[1, 1]	β	0.0	-0.030016624608216174	0.0	0.0	0.0	0.0	0.0
β[2, 1]	β	0.0	0.002266061976714583	0.0	0.0	0.0	0.0	0.0
β[3, 1]	β	0.0	0.0016374248144041766	0.0	0.0	0.0	0.0	0.0
β[4, 1]	β	0.0	0.0016857229006997847	0.0	0.0	0.0	0.0	0.0
β[5, 1]	β	0.0	0.008128168187647005	0.0	0.0	0.0	0.0	0.0
β[6, 1]	β	0.0	-0.0010889947919973065	0.0	0.0	0.0	0.0	0.0
β[7, 1]	β	0.0	-0.0002678700537141916	0.0	0.0	0.0	0.0	0.0
β[8, 1]	β	0.0	-0.006066290564582996	0.0	0.0	0.0	0.0	0.0
β[9, 1]	β	0.0	-0.0005011883093838086	0.0	0.0	0.0	0.0	0.0
β[10, 1]	β	0.0	-0.014691039446105336	0.0	0.0	0.0	0.0	0.0
β[11, 1]	β	0.0	-0.008278743328592636	0.0	0.0	0.0	0.0	0.0
β[12, 1]	β	0.0	-0.15889275913630332	-2.9060350236171653	0.0	0.0	0.0	0.0
β[13, 1]	β	0.0	-0.009861810227462329	0.0	0.0	0.0	0.0	0.0
β[14, 1]	β	0.0	-0.004781803907294641	0.0	0.0	0.0	0.0	0.0
β[15, 1]	β	0.0	-0.003844520650014562	0.0	0.0	0.0	0.0	0.0
β[16, 1]	β	0.0	0.0038370027354902515	0.0	0.0	0.0	0.0	0.0
β[17, 1]	β	0.0	-0.0042679986214444994	0.0	0.0	0.0	0.0	0.0
β[18, 1]	β	0.0	-0.048111809354999396	0.0	0.0	0.0	0.0	0.0
β[19, 1]	β	0.0	-0.015808468127466474	0.0	0.0	0.0	0.0	0.0
β[20, 1]	β	0.0	0.002727054215171574	0.0	0.0	0.0	0.0	0.0
β[21, 1]	β	0.0	-0.0008489415554666829	0.0	0.0	0.0	0.0	0.0
β[22, 1]	β	0.0	-0.0018827736132674975	0.0	0.0	0.0	0.0	0.0
