mamba_name	mamba_node	value	mean	2.5%	25.0%	50.0%	75.0%	97.5%
β[1, 1]	β	0.0	0.001235037754614138	0.0	0.0	0.0	0.0	0.0
β[2, 1]	β	0.0	0.005140050744460222	0.0	0.0	0.0	0.0	0.0
β[3, 1]	β	0.0	-0.012099038184071308	0.0	0.0	0.0	0.0	0.0
β[4, 1]	β	0.0	-0.011291085746360258	0.0	0.0	0.0	0.0	0.0
β[5, 1]	β	0.0	-0.028459423277243472	0.0	0.0	0.0	0.0	0.0
β[6, 1]	β	0.0	-0.0011320564989052726	0.0	0.0	0.0	0.0	0.0
β[7, 1]	β	0.0	-0.006710688665491137	0.0	0.0	0.0	0.0	0.0
β[8, 1]	β	0.0	-0.011919495523200372	0.0	0.0	0.0	0.0	0.0
β[9, 1]	β	0.0	-0.009352020823328339	0.0	0.0	0.0	0.0	0.0
β[10, 1]	β	0.0	-0.0011437087504513213	0.0	0.0	0.0	0.0	0.0
β[11, 1]	β	2.284052126102366	0.028977326674020004	0.0	0.0	0.0	0.0	0.43455742053355373
β[12, 1]	β	2.284052126102366	0.05212715910983721	0.0	0.0	0.0	0.0	0.868746928460519
β[13, 1]	β	2.284052126102366	0.18775172523360903	0.0	0.0	0.0	0.0	2.0726328153438978
β[14, 1]	β	2.284052126102366	0.014167630862026822	0.0	0.0	0.0	0.0	0.0
β[15, 1]	β	2.284052126102366	0.039237977989342074	0.0	0.0	0.0	0.0	0.29362797787772615
β[16, 1]	β	0.0	-0.017686490943451268	0.0	0.0	0.0	0.0	0.0
β[17, 1]	β	0.0	-0.016031771982084102	0.0	0.0	0.0	0.0	0.0
β[18, 1]	β	0.0	-0.01700792070403706	0.0	0.0	0.0	0.0	0.0
β[19, 1]	β	0.0	-0.007773168823695421	0.0	0.0	0.0	0.0	0.0
β[20, 1]	β	0.0	-0.0028223074218299946	0.0	0.0	0.0	0.0	0.0
β[21, 1]	β	0.0	-0.005500594687483867	0.0	0.0	0.0	0.0	0.0
β[22, 1]	β	0.0	0.0002586367964122851	0.0	0.0	0.0	0.0	0.0
β[23, 1]	β	0.0	0.0004661279999176896	0.0	0.0	0.0	0.0	0.0
β[24, 1]	β	0.0	-0.009785527012097152	0.0	0.0	0.0	0.0	0.0
β[25, 1]	β	0.0	0.011699281720469289	0.0	0.0	0.0	0.0	0.0
β[26, 1]	β	0.0	0.0063958471233213215	0.0	0.0	0.0	0.0	0.0
β[27, 1]	β	0.0	-0.004026884479773815	0.0	0.0	0.0	0.0	0.0
β[28, 1]	β	0.0	-0.0013380934045742747	0.0	0.0	0.0	0.0	0.0
β[29, 1]	β	0.0	0.01117074914711487	0.0	0.0	0.0	0.0	0.0
β[30, 1]	β	0.0	-0.00480497236757648	0.0	0.0	0.0	0.0	0.0
β[31, 1]	β	0.0	0.0343780484031043	0.0	0.0	0.0	0.0	0.0
β[32, 1]	β	0.0	0.011769165106227825	0.0	0.0	0.0	0.0	0.0
β[33, 1]	β	0.0	0.021510098139277473	0.0	0.0	0.0	0.0	0.0
β[34, 1]	β	0.0	0.01188994631678325	0.0	0.0	0.0	0.0	0.0
β[35, 1]	β	0.0	0.01627482952878477	0.0	0.0	0.0	0.0	0.0
β[36, 1]	β	0.0	-0.0051796109011163095	0.0	0.0	0.0	0.0	0.0
β[37, 1]	β	0.0	-0.005754095007870976	0.0	0.0	0.0	0.0	0.0
β[38, 1]	β	0.0	0.014360599633488869	0.0	0.0	0.0	0.0	0.0
β[39, 1]	β	0.0	0.004877999872455982	0.0	0.0	0.0	0.0	0.0
β[40, 1]	β	0.0	0.009960431980294825	0.0	0.0	0.0	0.0	0.0
β[41, 1]	β	0.0	0.07449095859029672	0.0	0.0	0.0	0.0	1.2999520196559256
β[42, 1]	β	0.0	0.04241193376655511	0.0	0.0	0.0	0.0	0.7196926766461216
β[43, 1]	β	0.0	-0.005651924503207263	0.0	0.0	0.0	0.0	0.0
β[44, 1]	β	0.0	0.0016052577169426848	0.0	0.0	0.0	0.0	0.0
β[45, 1]	β	0.0	0.019131545927720824	0.0	0.0	0.0	0.0	0.0
β[46, 1]	β	0.0	0.005073511184096482	0.0	0.0	0.0	0.0	0.0
β[47, 1]	β	0.0	-0.007807353739871719	0.0	0.0	0.0	0.0	0.0
β[48, 1]	β	0.0	0.009294727756428795	0.0	0.0	0.0	0.0	0.0
β[49, 1]	β	0.0	-0.008823136555817379	0.0	0.0	0.0	0.0	0.0
β[50, 1]	β	0.0	0.010989398556883878	0.0	0.0	0.0	0.0	0.0
β[51, 1]	β	0.0	0.0037506784361610733	0.0	0.0	0.0	0.0	0.0
β[52, 1]	β	0.0	0.006417135541523444	0.0	0.0	0.0	0.0	0.0
β[53, 1]	β	0.0	0.0030845457797485645	0.0	0.0	0.0	0.0	0.0
β[54, 1]	β	0.0	0.02046461201003152	0.0	0.0	0.0	0.0	0.0
β[55, 1]	β	0.0	0.037028562947528425	0.0	0.0	0.0	0.0	0.7342107473984464
β[56, 1]	β	0.0	0.14676576918896553	0.0	0.0	0.0	0.0	2.6959488330248407
β[57, 1]	β	0.0	0.17771675524922584	0.0	0.0	0.0	0.0	2.323924313503339
β[58, 1]	β	0.0	0.0062271001517039265	0.0	0.0	0.0	0.0	0.0
β[59, 1]	β	0.0	-0.011556203322131501	0.0	0.0	0.0	0.0	0.0
β[60, 1]	β	0.0	0.006277234967758799	0.0	0.0	0.0	0.0	0.0
β[61, 1]	β	0.0	-0.005156365217099701	0.0	0.0	0.0	0.0	0.0
β[62, 1]	β	0.0	0.0037283579347559908	0.0	0.0	0.0	0.0	0.0
β[63, 1]	β	0.0	0.00451875783615454	0.0	0.0	0.0	0.0	0.0
β[64, 1]	β	0.0	-0.047235238588038776	-0.7644663069652811	0.0	0.0	0.0	0.0
β[65, 1]	β	0.0	-0.005516207858381281	0.0	0.0	0.0	0.0	0.0
β[66, 1]	β	0.0	-0.004153203225186342	0.0	0.0	0.0	0.0	0.0
β[67, 1]	β	0.0	-0.004483735665994737	0.0	0.0	0.0	0.0	0.0
β[68, 1]	β	0.0	-0.001962245837088077	0.0	0.0	0.0	0.0	0.0
β[69, 1]	β	0.0	0.0021781496558903168	0.0	0.0	0.0	0.0	0.0
β[70, 1]	β	0.0	-0.02717990637329902	0.0	0.0	0.0	0.0	0.0
β[71, 1]	β	0.0	-0.0022387533299614566	0.0	0.0	0.0	0.0	0.0
β[72, 1]	β	0.0	-0.011841481665616944	0.0	0.0	0.0	0.0	0.0
β[73, 1]	β	0.0	-0.0019475102808616915	0.0	0.0	0.0	0.0	0.0
β[74, 1]	β	0.0	-0.0009025606507733519	0.0	0.0	0.0	0.0	0.0
β[75, 1]	β	0.0	-0.012640923568585856	0.0	0.0	0.0	0.0	0.0
β[76, 1]	β	0.0	0.001079445082551632	0.0	0.0	0.0	0.0	0.0
β[77, 1]	β	0.0	-0.005636246387612013	0.0	0.0	0.0	0.0	0.0
β[78, 1]	β	0.0	-0.005824802894494382	0.0	0.0	0.0	0.0	0.0
β[79, 1]	β	0.0	-0.10741902585171101	-2.1206783261936892	0.0	0.0	0.0	0.0
β[80, 1]	β	0.0	-0.22223431229860047	-3.3522465576230758	0.0	0.0	0.0	0.0
β[81, 1]	β	0.0	-0.020921111011699422	0.0	0.0	0.0	0.0	0.0
β[82, 1]	β	0.0	-0.0027040547381574605	0.0	0.0	0.0	0.0	0.0
β[83, 1]	β	0.0	-0.02640839997302885	0.0	0.0	0.0	0.0	0.0
β[84, 1]	β	0.0	4.8520720002855896e-5	0.0	0.0	0.0	0.0	0.0
β[85, 1]	β	0.0	-0.0026929049932072446	0.0	0.0	0.0	0.0	0.0
β[86, 1]	β	0.0	-0.0032111123665126188	0.0	0.0	0.0	0.0	0.0
β[87, 1]	β	0.0	-0.01637560116923443	0.0	0.0	0.0	0.0	0.0
β[88, 1]	β	0.0	-0.0038715686413792376	0.0	0.0	0.0	0.0	0.0
β[89, 1]	β	0.0	-0.031036951408767402	0.0	0.0	0.0	0.0	0.0
β[90, 1]	β	0.0	-0.040434995517243597	0.0	0.0	0.0	0.0	0.0
β[91, 1]	β	-1.5232345452481386	-0.0213860809179454	0.0	0.0	0.0	0.0	0.0
β[92, 1]	β	-1.5232345452481386	0.0028046491928347766	0.0	0.0	0.0	0.0	0.0
β[93, 1]	β	-1.5232345452481386	0.0004618001373760602	0.0	0.0	0.0	0.0	0.0
β[94, 1]	β	-1.5232345452481386	-0.031039891820416287	0.0	0.0	0.0	0.0	0.0
β[95, 1]	β	-1.5232345452481386	-0.0004962904229623904	0.0	0.0	0.0	0.0	0.0
β[96, 1]	β	0.0	-0.0003153021791854318	0.0	0.0	0.0	0.0	0.0
β[97, 1]	β	0.0	-0.0101893310162652	0.0	0.0	0.0	0.0	0.0
β[98, 1]	β	0.0	-0.0005778307992788288	0.0	0.0	0.0	0.0	0.0
β[99, 1]	β	0.0	0.005961655034917223	0.0	0.0	0.0	0.0	0.0
β[100, 1]	β	0.0	-0.011731310866011369	0.0	0.0	0.0	0.0	0.0
