mamba_name	mamba_node	value	mean	2.5%	25.0%	50.0%	75.0%	97.5%
β[1, 1]	β	0.0	0.26509858348518617	0.0	0.0	0.0	0.5607829644697211	1.1828427507677046
β[2, 1]	β	0.0	0.029096013270634526	0.0	0.0	0.0	0.0	0.5700857416643302
β[3, 1]	β	0.0	0.04494302613433993	0.0	0.0	0.0	0.0	0.8189364071429184
β[4, 1]	β	0.0	0.13889419012633972	0.0	0.0	0.0	0.0	1.0978301577639362
β[5, 1]	β	0.0	0.030904143411053752	0.0	0.0	0.0	0.0	0.5547692426944442
β[6, 1]	β	0.0	0.5118419167689977	0.0	0.0	0.4733326273028996	1.0325911274403536	1.3778893553291707
β[7, 1]	β	0.0	0.35424376158011783	0.0	0.0	0.0	0.7972108736540273	1.4193182211036586
β[8, 1]	β	0.0	0.14769995743855482	0.0	0.0	0.0	0.0	1.305183974200197
β[9, 1]	β	0.0	0.015482259904358484	0.0	0.0	0.0	0.0	0.22523552351268028
β[10, 1]	β	0.0	-0.00033698229172941075	0.0	0.0	0.0	0.0	0.0
β[11, 1]	β	0.0	0.002707874054048373	0.0	0.0	0.0	0.0	0.0
β[12, 1]	β	0.0	-0.003035082782038546	0.0	0.0	0.0	0.0	0.0
β[13, 1]	β	0.0	-0.0019977149646188902	0.0	0.0	0.0	0.0	0.0
β[14, 1]	β	0.0	0.0017464237606857078	0.0	0.0	0.0	0.0	0.0
β[15, 1]	β	0.0	-0.0031411730041709307	0.0	0.0	0.0	0.0	0.0
β[16, 1]	β	0.0	-0.005539902537685317	0.0	0.0	0.0	0.0	0.0
β[17, 1]	β	0.0	-0.008534228785203435	0.0	0.0	0.0	0.0	0.0
β[18, 1]	β	0.0	-0.003761808914870462	0.0	0.0	0.0	0.0	0.0
β[19, 1]	β	0.0	0.001016374504517604	0.0	0.0	0.0	0.0	0.0
β[20, 1]	β	0.0	-0.0014192787971853522	0.0	0.0	0.0	0.0	0.0
β[21, 1]	β	0.0	-0.0012879726894226475	0.0	0.0	0.0	0.0	0.0
β[22, 1]	β	0.0	-0.004989712038083782	0.0	0.0	0.0	0.0	0.0
β[23, 1]	β	0.0	0.004592185943262865	0.0	0.0	0.0	0.0	0.0
β[24, 1]	β	0.0	0.007751798385567015	0.0	0.0	0.0	0.0	0.0
β[25, 1]	β	0.0	0.008499102343822871	0.0	0.0	0.0	0.0	0.0
β[26, 1]	β	0.0	0.03982961830386018	0.0	0.0	0.0	0.0	0.6747318772723393
