mamba_name	mamba_node	value	mean	2.5%	25.0%	50.0%	75.0%	97.5%
β[1, 1]	β	0.0	-0.009452514326150125	-0.45968163305678994	-0.005075381838121182	0.0	0.0024803579178745445	0.2758569822924091
β[2, 1]	β	0.0	-0.009167447088113317	-0.550515214713375	-0.012593547836672603	0.0	0.009779857069503937	0.3491034023206923
β[3, 1]	β	0.0	-0.13230928998180522	-1.209855558557919	-0.1515732798234098	-0.0008887660075270775	0.0006420723559224186	0.2592212864783986
β[4, 1]	β	0.0	-0.32600782458671357	-1.9639371582682694	-0.5080969159519755	-0.0027670611408898574	9.199772067546669e-6	0.3238733418876999
β[5, 1]	β	0.0	-0.06705080196573143	-1.1090025437019948	-0.0646894666772252	0.0	0.008273761417621676	0.5993324696326177
β[6, 1]	β	0.0	-0.045638929713649974	-0.8628758886049871	-0.033886380205792876	0.0	0.008803078500520416	0.36901934223243593
β[7, 1]	β	0.0	-0.022853444127481564	-0.9699506871179071	-0.016547695622536523	0.0	0.018553557995846754	0.5777959799552088
β[8, 1]	β	0.0	-0.034566530250859595	-0.7041304321499878	-0.0312627892287569	0.0	0.010231986231217514	0.3188262877436177
β[9, 1]	β	0.0	-0.048459647523671844	-0.7722986856042838	-0.029493744897170715	-1.1694856625474845e-10	0.0022256262098267576	0.28329825560417776
β[10, 1]	β	0.0	0.006446605949171241	-0.5420024764502862	-0.020207387019387305	0.0	0.005163454302213018	0.7856402660641507
β[11, 1]	β	0.0	-0.10071144933060767	-1.2717821639786155	-0.09404022560582856	-2.1036980540286723e-6	0.002380862639667119	0.30580827428778107
β[12, 1]	β	0.0	-0.1652604767898061	-1.6281673867020359	-0.11391803974460649	-0.00045521740653504657	0.0011463673497665882	0.23654785392136068
β[13, 1]	β	0.0	-0.12606155107502848	-1.6589736194685887	-0.07551329854133615	-2.7322702311524212e-6	0.01642757384735247	0.5634960763112212
β[14, 1]	β	0.0	-0.12316407556876165	-1.4313321410386939	-0.03932526071921255	-2.4272554495120823e-6	0.0018896896019979137	0.25317310761028666
β[15, 1]	β	0.0	-0.0061517510873872906	-0.7391336939133065	-0.03518714037532482	0.0	0.0272527244649583	0.6867265015043313
β[16, 1]	β	0.0	-0.06524033302020951	-0.9682286041459701	-0.051424591667812644	0.0	0.0188864972437154	0.40670934318048196
β[17, 1]	β	0.0	-0.05495657590676466	-0.7801188445244586	-0.05749321654353714	-5.924693102299831e-7	0.0037067153256682677	0.3157349945182984
β[18, 1]	β	0.0	0.0023120049332092116	-0.3779926101097994	-0.02811783678275022	-4.678839323271253e-10	0.0030250583490431388	0.5586531715720213
β[19, 1]	β	0.0	-0.024703748356604764	-0.4159416920030346	-0.012619502354393365	-1.1117833292492207e-6	0.0003727549970383185	0.14556816135372003
β[20, 1]	β	0.0	0.03720469679058709	-0.36571310357212283	-0.005328588861949512	2.0999930183282953e-7	0.030861534758264548	0.5066036531934485
β[21, 1]	β	0.0	0.008479591714558265	-0.43648375480522833	-0.005119327027396604	0.0	0.0197753304590497	0.49804945503117337
β[22, 1]	β	0.0	0.04996348575408461	-0.19388043501569324	-0.0027924695443041084	0.00024677854825135655	0.054460995962795716	0.568559117998296
β[23, 1]	β	0.0	-0.08025252695652957	-0.7062200362591696	-0.12145045270151843	-0.0001264708170102509	0.00035383704107494197	0.2945645825527493
β[24, 1]	β	0.0	-0.04951357074625102	-0.8687726654117239	-0.04893113967822863	-3.5862242797963276e-7	0.007138784283212958	0.5452977777545771
β[25, 1]	β	0.0	-0.02670357481308289	-0.7002763158282675	-0.024481898360737518	0.0	0.009300274748328391	0.3783531854688387
β[26, 1]	β	0.0	0.014487444920229626	-0.3680522220457362	-0.00847974140432953	0.0	0.008875286528313162	0.45794592460590205
β[27, 1]	β	0.0	0.038776721926835504	-0.410421668068939	-0.017882445510502786	0.0	0.03900248356604146	0.7935711339033418
β[28, 1]	β	0.0	0.14914859403351638	-0.2820563223416497	0.0	0.015872851136874512	0.24354814686910325	1.0362101416086917
β[29, 1]	β	0.0	0.24920599007497238	-0.1526729963193638	-3.2576424123137166e-8	0.03374947632044342	0.4987287250994122	1.1148356084784479
β[30, 1]	β	0.0	0.45055054442909426	-0.31901296697764925	-1.1016069736930013e-7	0.028290119621366447	0.7479806540111883	2.6770791987265
β[31, 1]	β	1.152118324825933	0.1773929553151772	-0.13888035812068478	-8.34165682635845e-5	0.00027286141653852877	0.179191678466052	1.3524805751662718
β[32, 1]	β	1.152118324825933	0.11959128479972846	-0.1263578815616598	-0.00010191775044547251	4.259161831526025e-5	0.08944710216415186	1.086886944542205
β[33, 1]	β	1.152118324825933	0.08851214433582932	-0.19256308927742088	-0.0011511529264468584	3.4754673280068884e-8	0.04009340541626398	1.0199576586208032
β[34, 1]	β	1.152118324825933	0.1378510790407135	-0.23780039040789525	-1.2289403626307945e-5	3.8544266801098123e-5	0.15200103757659364	1.192327274214825
β[35, 1]	β	1.152118324825933	0.058338533532368446	-0.294677605933474	-0.008396233419790932	0.0	0.004927809389290145	1.0673048494675121
β[36, 1]	β	0.0	0.00772913811883174	-0.5543218465785489	-0.02300303037230876	0.0	0.010042369384784328	0.7846141566143277
β[37, 1]	β	0.0	-0.04846694838613114	-1.0645682290941978	-0.033750992013560695	0.0	0.008866771607625171	0.6163172888716224
β[38, 1]	β	0.0	-0.03455380077153094	-0.5691779056149875	-0.021161832554601207	0.0	0.008461866851403021	0.2608632151605783
β[39, 1]	β	0.0	-0.08294407414752122	-0.7358525881025441	-0.08226577514559948	-2.8489578666999417e-5	0.0005491211602503363	0.18120587833065274
β[40, 1]	β	0.0	-0.07241543242444218	-0.776233288226457	-0.05994694612083555	-2.067995993872813e-5	0.0007063862436860811	0.27257257330118034
β[41, 1]	β	0.0	-0.38583573212966105	-1.647097786171325	-0.7495192154677728	-0.10187015270193586	0.0	0.15704425835609373
β[42, 1]	β	0.0	-0.884584402074763	-3.51380412171353	-1.675200534293285	-0.2170297340359395	0.0	0.11334332876915534
β[43, 1]	β	0.0	-0.9299052251864539	-3.380706580477915	-1.8417750003029552	-0.07998562456233693	0.0	0.14068725962118594
β[44, 1]	β	0.0	-1.6819762417724904	-5.317279672807705	-3.099388063269895	-1.361083790011378	-6.437514058813508e-5	0.12090460833414554
β[45, 1]	β	0.0	-1.983497155646355	-6.186525089794044	-3.4584623068491958	-1.4881916110803353	-0.09552591642961222	0.08898500517032965
β[46, 1]	β	-2.7935415173026916	-2.7294657231256427	-6.019437173850874	-3.7804582549449814	-2.905880743224186	-1.7433752912956888	0.001194752396731462
β[47, 1]	β	-2.7935415173026916	-3.335409185787602	-7.14297623972443	-4.593830321223349	-3.544048116120594	-2.27681987487562	0.00010696308114429651
β[48, 1]	β	-2.7935415173026916	-2.8443235833667164	-5.8746271898684626	-4.301272538008935	-3.1301568358942986	-1.4296916946378633	0.046031263522679486
β[49, 1]	β	-2.7935415173026916	-2.248992057551603	-5.314002728267171	-3.6949745370632425	-2.6385513709994632	-0.044311536970298465	0.06351490839062104
β[50, 1]	β	-2.7935415173026916	-3.1644595795051815	-7.055954317660796	-4.63185343261241	-3.5098959450626683	-1.5958283330544956	0.00033631055056375744
β[51, 1]	β	0.0	-0.7238107453410015	-2.1867934569532683	-1.3200224609525035	-0.7292979667594899	-1.3704010886903375e-5	0.4108942430491829
