mamba_name	mamba_node	value	mean	2.5%	25.0%	50.0%	75.0%	97.5%
β[1, 1]	β	0.0	0.007085735673932849	0.0	0.0	0.0	0.0	0.0
β[2, 1]	β	0.0	-0.02682585573676596	-0.3851431950254829	0.0	0.0	0.0	0.0
β[3, 1]	β	0.0	-0.004278383302375862	0.0	0.0	0.0	0.0	0.0
β[4, 1]	β	0.0	0.00313841769179024	0.0	0.0	0.0	0.0	0.0
β[5, 1]	β	0.0	0.006170707113287981	0.0	0.0	0.0	0.0	0.0
β[6, 1]	β	0.0	-0.010059244980504119	-0.017504060549223977	0.0	0.0	0.0	0.0
β[7, 1]	β	0.0	-0.0025318363479388175	0.0	0.0	0.0	0.0	0.0
β[8, 1]	β	0.0	-0.005725940835525232	-0.021272544481671322	0.0	0.0	0.0	0.0
β[9, 1]	β	0.0	-0.00715390783177309	0.0	0.0	0.0	0.0	0.0
β[10, 1]	β	0.0	-0.0004074364534370076	0.0	0.0	0.0	0.0	0.0
β[11, 1]	β	2.284052126102366	2.2692910544884786	1.7710447082567635	2.100424337945137	2.254337643753299	2.4078394332357043	3.2252988372054654
β[12, 1]	β	2.284052126102366	1.9868888840653145	1.416704475111652	1.7786117151117606	1.95391049708607	2.172070808121374	2.817159546204644
β[13, 1]	β	2.284052126102366	2.0345165283982958	1.4762330442645375	1.835983158849501	1.996313149518811	2.1698177419432323	2.944115641533459
β[14, 1]	β	2.284052126102366	2.1002501519306067	1.5161829183533373	1.8412378646021086	2.069890769633409	2.299902439477309	2.9692624716465854
β[15, 1]	β	2.284052126102366	1.9395670891688475	1.41144871674604	1.725621324627509	1.902727703113107	2.100752421526767	2.8546682784974085
β[16, 1]	β	0.0	-0.004960471938464392	-0.08753338510661204	0.0	0.0	0.0	0.0
β[17, 1]	β	0.0	-0.0106061005942036	0.0	0.0	0.0	0.0	0.0
β[18, 1]	β	0.0	-0.0002632568479173198	0.0	0.0	0.0	0.0	0.0
β[19, 1]	β	0.0	-0.025549308846208364	-0.49101540930636606	0.0	0.0	0.0	0.0
β[20, 1]	β	0.0	-0.04445911042890785	-0.6884934661169269	0.0	0.0	0.0	0.0
β[21, 1]	β	0.0	0.0034968651390183117	0.0	0.0	0.0	0.0	0.0
β[22, 1]	β	0.0	-0.018553360120394623	0.0	0.0	0.0	0.0	0.0
β[23, 1]	β	0.0	0.007149794234000127	0.0	0.0	0.0	0.0	0.0
β[24, 1]	β	0.0	-0.0003055536537697123	0.0	0.0	0.0	0.0	0.0
β[25, 1]	β	0.0	-0.005799257381394656	0.0	0.0	0.0	0.0	0.0
β[26, 1]	β	0.0	-0.0019151118246727415	0.0	0.0	0.0	0.0	0.0
β[27, 1]	β	0.0	0.022869631779601707	0.0	0.0	0.0	0.0	0.5107262431455104
β[28, 1]	β	0.0	0.012315091626072664	0.0	0.0	0.0	0.0	0.25354679109729894
