mamba_name	mamba_node	value	mean	2.5%	25.0%	50.0%	75.0%	97.5%
β[1, 1]	β	0.0	0.0021905441426399424	0.0	0.0	0.0	0.0	0.0
β[2, 1]	β	0.0	0.012063141957807527	0.0	0.0	0.0	0.0	0.0
β[3, 1]	β	0.0	-0.003115663687070283	0.0	0.0	0.0	0.0	0.0
β[4, 1]	β	0.0	-0.01773155137585182	0.0	0.0	0.0	0.0	0.0
β[5, 1]	β	0.0	0.0017950238400193438	0.0	0.0	0.0	0.0	0.0
β[6, 1]	β	0.0	-0.020635802074068663	0.0	0.0	0.0	0.0	0.0
β[7, 1]	β	0.0	0.02202209868956686	0.0	0.0	0.0	0.0	0.0
β[8, 1]	β	0.0	0.005061848444430277	0.0	0.0	0.0	0.0	0.0
β[9, 1]	β	0.0	-0.013823619729031606	0.0	0.0	0.0	0.0	0.0
β[10, 1]	β	0.0	-0.04111328723854458	-0.6267867589501056	0.0	0.0	0.0	0.0
β[11, 1]	β	0.0	-0.012781682276386213	0.0	0.0	0.0	0.0	0.0
β[12, 1]	β	0.0	0.0034077011350420816	0.0	0.0	0.0	0.0	0.0
β[13, 1]	β	0.0	-0.02602803436884495	0.0	0.0	0.0	0.0	0.0
β[14, 1]	β	0.0	-0.00925021330844466	0.0	0.0	0.0	0.0	0.0
β[15, 1]	β	0.0	-0.004015718910246558	0.0	0.0	0.0	0.0	0.0
β[16, 1]	β	0.0	-0.06774758726855004	-1.0351655316220156	0.0	0.0	0.0	0.0
β[17, 1]	β	0.0	0.001583766751989555	0.0	0.0	0.0	0.0	0.0
β[18, 1]	β	0.0	0.01079367845964305	0.0	0.0	0.0	0.0	0.0
β[19, 1]	β	0.0	0.02279736861215041	0.0	0.0	0.0	0.0	0.03517001214799414
β[20, 1]	β	0.0	-0.015473810416923287	0.0	0.0	0.0	0.0	0.0
β[21, 1]	β	0.0	0.008554825667302807	0.0	0.0	0.0	0.0	0.0
β[22, 1]	β	0.0	0.0007609770988340565	0.0	0.0	0.0	0.0	0.0
