mamba_name	mamba_node	value	mean	2.5%	25.0%	50.0%	75.0%	97.5%
β[1, 1]	β	0.0	-0.020791875103053428	-0.24601512652537824	0.0	0.0	0.0	0.0
β[2, 1]	β	0.0	-0.0013767677708254285	0.0	0.0	0.0	0.0	0.0
β[3, 1]	β	0.0	-0.016093200759924254	-0.009779477571322828	0.0	0.0	0.0	0.0
β[4, 1]	β	0.0	-0.0056391891427060355	0.0	0.0	0.0	0.0	0.0
β[5, 1]	β	0.0	-0.06052943551520216	-0.9550189178468994	0.0	0.0	0.0	0.0
β[6, 1]	β	0.0	-0.03623124314755881	-0.833581009403322	0.0	0.0	0.0	0.0
β[7, 1]	β	0.0	-0.019895679294615658	-0.2223366180261878	0.0	0.0	0.0	0.0
β[8, 1]	β	0.0	-0.034878208840265365	-0.8911620260613379	0.0	0.0	0.0	0.0
β[9, 1]	β	0.0	-0.020432206996138146	-0.02771800038886398	0.0	0.0	0.0	0.0
β[10, 1]	β	0.0	-0.04137079399085429	-0.7003772990160481	0.0	0.0	0.0	0.0
β[11, 1]	β	2.284052126102366	1.7480136138388433	0.0	1.3621282433126596	1.8394918475334372	2.2628510884236523	3.4897565822615055
β[12, 1]	β	2.284052126102366	1.4496069352134335	0.0	1.0962640557392789	1.6020288067394501	1.9889135135203968	2.703338543811846
β[13, 1]	β	2.284052126102366	1.7042103336758319	0.0	1.5279094874673436	1.8884170154676676	2.1573018285759824	2.769636701843743
β[14, 1]	β	2.284052126102366	0.8577634122611371	0.0	0.0	0.983660023513383	1.4686234850532172	2.2410958147332805
β[15, 1]	β	2.284052126102366	1.3063324455291487	0.0	1.0833082006005612	1.465556615109025	1.7601023054762737	2.256507856381811
β[16, 1]	β	0.0	-0.025864168293226884	-0.46591866341671134	0.0	0.0	0.0	0.0
β[17, 1]	β	0.0	-0.0014576821549928869	0.0	0.0	0.0	0.0	0.0
β[18, 1]	β	0.0	-0.028343226187505132	-0.5236869829436948	0.0	0.0	0.0	0.0
β[19, 1]	β	0.0	0.0013353284578835327	0.0	0.0	0.0	0.0	0.0
β[20, 1]	β	0.0	-0.0054634450961053085	-0.02770187073611222	0.0	0.0	0.0	0.0
β[21, 1]	β	0.0	-0.00853227384293713	0.0	0.0	0.0	0.0	0.0
β[22, 1]	β	0.0	-0.00908916142024922	0.0	0.0	0.0	0.0	0.0
β[23, 1]	β	0.0	-0.0034438011464945424	0.0	0.0	0.0	0.0	0.0
β[24, 1]	β	0.0	-0.004094916499984957	0.0	0.0	0.0	0.0	0.0
β[25, 1]	β	0.0	-5.345115576652892e-5	0.0	0.0	0.0	0.0	0.0
β[26, 1]	β	0.0	-0.0015186760318512663	0.0	0.0	0.0	0.0	0.0
β[27, 1]	β	0.0	-0.01569313866457079	0.0	0.0	0.0	0.0	0.0
β[28, 1]	β	0.0	0.028611287071649245	0.0	0.0	0.0	0.0	0.7417441436948229
β[29, 1]	β	0.0	0.050491743839905776	0.0	0.0	0.0	0.0	0.951877089309394
β[30, 1]	β	0.0	0.11619560303400266	0.0	0.0	0.0	0.0	1.5837684168311128
β[31, 1]	β	0.0	0.02930483123602698	0.0	0.0	0.0	0.0	0.2600236459744992
β[32, 1]	β	0.0	0.0227464931715556	0.0	0.0	0.0	0.0	0.3052284413859714
β[33, 1]	β	0.0	0.034890647696154374	0.0	0.0	0.0	0.0	0.6514047088853253
β[34, 1]	β	0.0	0.05584443998126858	0.0	0.0	0.0	0.0	1.1185362696051913
β[35, 1]	β	0.0	0.0046133102164051115	0.0	0.0	0.0	0.0	0.0
β[36, 1]	β	0.0	-0.007279325924519332	0.0	0.0	0.0	0.0	0.0
β[37, 1]	β	0.0	0.0017600270493612223	-0.07842716443917046	0.0	0.0	0.0	0.0
β[38, 1]	β	0.0	0.02454914864305574	0.0	0.0	0.0	0.0	0.0
β[39, 1]	β	0.0	0.017311758299700417	0.0	0.0	0.0	0.0	0.14407493313608316
β[40, 1]	β	0.0	0.1252092101654132	0.0	0.0	0.0	0.0	1.2955892441733246
β[41, 1]	β	0.0	0.05979241110856889	0.0	0.0	0.0	0.0	0.9670499602314597
β[42, 1]	β	0.0	0.34322090606015715	0.0	0.0	0.0	0.15764702586361487	1.9358902786388799
β[43, 1]	β	0.0	0.025406945051335585	0.0	0.0	0.0	0.0	0.43370732510833576
β[44, 1]	β	0.0	0.011922787724827499	0.0	0.0	0.0	0.0	0.0
β[45, 1]	β	0.0	0.024638063946144623	0.0	0.0	0.0	0.0	0.39875838833362354
β[46, 1]	β	0.0	0.0070936493666441	0.0	0.0	0.0	0.0	0.06171668387027612
β[47, 1]	β	0.0	0.029985278408585714	0.0	0.0	0.0	0.0	0.6232656420150329
β[48, 1]	β	0.0	0.01656821432698212	0.0	0.0	0.0	0.0	0.0
β[49, 1]	β	0.0	0.05617843609661689	0.0	0.0	0.0	0.0	1.1806895665764812
β[50, 1]	β	0.0	0.0259353466451301	0.0	0.0	0.0	0.0	0.5705829116558327
β[51, 1]	β	0.0	0.01361697053907401	0.0	0.0	0.0	0.0	0.0
β[52, 1]	β	0.0	0.018981596225045683	0.0	0.0	0.0	0.0	0.20249619001011993
β[53, 1]	β	0.0	0.05028621135899003	0.0	0.0	0.0	0.0	1.1203569913769342
β[54, 1]	β	0.0	0.02122450935717845	0.0	0.0	0.0	0.0	0.21472389184753124
β[55, 1]	β	0.0	0.829969753662351	0.0	0.0	0.09847803241236813	1.6026442306555841	2.8103269735246084
β[56, 1]	β	0.0	0.09799052437354	0.0	0.0	0.0	0.0	1.596743116728637
β[57, 1]	β	0.0	0.37424019876298176	0.0	0.0	0.0	0.5074832750742538	2.024068409877092
β[58, 1]	β	0.0	0.010234852605945146	0.0	0.0	0.0	0.0	0.0
β[59, 1]	β	0.0	0.03734959364858267	0.0	0.0	0.0	0.0	0.6429715213710693
β[60, 1]	β	0.0	0.016126899167195227	0.0	0.0	0.0	0.0	0.0
β[61, 1]	β	0.0	-0.006508802436117925	0.0	0.0	0.0	0.0	0.0
β[62, 1]	β	0.0	0.0065964680519933734	0.0	0.0	0.0	0.0	0.0
β[63, 1]	β	0.0	-0.0023153908170375514	0.0	0.0	0.0	0.0	0.0
β[64, 1]	β	0.0	-0.032971354024675395	-0.6690842738558699	0.0	0.0	0.0	0.0
β[65, 1]	β	0.0	-0.02110609103787179	-0.16030909456684744	0.0	0.0	0.0	0.0
β[66, 1]	β	0.0	-0.011469632304280641	0.0	0.0	0.0	0.0	0.0
β[67, 1]	β	0.0	0.0015780391488834054	0.0	0.0	0.0	0.0	0.0
β[68, 1]	β	0.0	-0.005526252145608514	0.0	0.0	0.0	0.0	0.0
β[69, 1]	β	0.0	-0.013269769945590511	-0.00844358157740693	0.0	0.0	0.0	0.0
β[70, 1]	β	0.0	-0.07524589184717081	-1.0637343108023771	0.0	0.0	0.0	0.0
β[71, 1]	β	0.0	-0.03775711884462504	-0.7124582131964179	0.0	0.0	0.0	0.0
β[72, 1]	β	0.0	-0.02990192313746897	0.0	0.0	0.0	0.0	0.0
β[73, 1]	β	0.0	-0.018754705486947482	-0.5067998725535731	0.0	0.0	0.0	0.0
β[74, 1]	β	0.0	-0.046245823594093426	-0.9504572869821531	0.0	0.0	0.0	0.0
β[75, 1]	β	0.0	-0.009469886851996737	-0.028922576461496055	0.0	0.0	0.0	0.0
β[76, 1]	β	0.0	0.0016155736193182574	0.0	0.0	0.0	0.0	0.0
β[77, 1]	β	0.0	0.016910963695913217	0.0	0.0	0.0	0.0	0.0
β[78, 1]	β	0.0	0.008426399117272684	0.0	0.0	0.0	0.0	0.0
β[79, 1]	β	0.0	-0.4089369432332337	-3.1213098676347215	0.0	0.0	0.0	0.0
β[80, 1]	β	0.0	-0.016433026613399675	-0.10443829210885464	0.0	0.0	0.0	0.0
β[81, 1]	β	0.0	-0.009409357750128416	0.0	0.0	0.0	0.0	0.0
β[82, 1]	β	0.0	-0.031500475934435945	-0.6784280512591063	0.0	0.0	0.0	0.0
β[83, 1]	β	0.0	-0.0006760547736378357	0.0	0.0	0.0	0.0	0.0
β[84, 1]	β	0.0	-0.09098212669060225	-1.4847065143637135	0.0	0.0	0.0	0.0
β[85, 1]	β	0.0	-0.003882322937741387	0.0	0.0	0.0	0.0	0.0
β[86, 1]	β	0.0	-0.021306111980186688	-0.28464532096039497	0.0	0.0	0.0	0.0
β[87, 1]	β	0.0	-0.013958728871987396	-0.1609097599935872	0.0	0.0	0.0	0.0
β[88, 1]	β	0.0	-0.05948608837957951	-1.3027787398410529	0.0	0.0	0.0	0.0
β[89, 1]	β	0.0	-0.03170090048027734	-0.6430328114292185	0.0	0.0	0.0	0.0
β[90, 1]	β	0.0	-0.0276789936655685	-0.3354751556690533	0.0	0.0	0.0	0.0
β[91, 1]	β	-1.5232345452481386	-0.17808074367284127	-2.012411911802123	0.0	0.0	0.0	0.0
β[92, 1]	β	-1.5232345452481386	-0.0658800065237657	-1.1367295267983564	0.0	0.0	0.0	0.0
β[93, 1]	β	-1.5232345452481386	-0.06035421121534005	-1.3272409966181566	0.0	0.0	0.0	0.0
β[94, 1]	β	-1.5232345452481386	-0.03764541990486981	-0.7874873880603398	0.0	0.0	0.0	0.0
β[95, 1]	β	-1.5232345452481386	-0.12505227482599476	-1.5764694198118596	0.0	0.0	0.0	0.0
β[96, 1]	β	0.0	-0.018321277007266133	-0.3712242796830425	0.0	0.0	0.0	0.0
β[97, 1]	β	0.0	-0.06487689515427227	-1.281634137351435	0.0	0.0	0.0	0.0
β[98, 1]	β	0.0	0.006120106274467348	0.0	0.0	0.0	0.0	0.0
β[99, 1]	β	0.0	-0.001446332051353453	0.0	0.0	0.0	0.0	0.0
β[100, 1]	β	0.0	0.008246466897259497	0.0	0.0	0.0	0.0	0.0
