g_var[1]	g_var[2]
4.851647665816393	1.1465797184523157
5.0120335470362125	1.375878959367172
3.992581067887679	1.1324634727074339
7.352520010921995	1.4175581571325107
6.257883351309541	1.462600164582719
5.444152651274386	1.3137648783025224
3.7233561872153205	1.4219119859798106
5.5697576794853765	1.5401651385175488
4.0935142847965516	1.4706845117155634
5.935465731051861	1.2612884002648108
5.673264317196206	1.3336361916072748
5.0722455402073905	1.3346429627617757
4.053992279653131	1.0947651964578387
4.0306868808896406	1.1843954723343213
4.5972068258275325	1.2719562217615301
3.909824682499794	1.8603928367767029
3.3756535056110555	1.5490788074206914
3.015927334744073	1.3661873275079501
3.812099697736608	1.4140877279960526
4.961843600487717	1.5704491897891573
5.254164467916423	1.3958716239363649
3.6544990727669915	1.2352107643269943
3.5592907512662446	1.4121366486653126
5.740785497283107	1.423386523497351
4.257659483637054	1.4756929132192145
4.1939759534564445	1.4937523702143727
4.329841878452128	1.631144837955794
5.245727086112856	1.5387563671563476
4.961355652457177	1.5417659793321405
5.4866616393979	1.4046843798830948
5.051726626791258	1.8559232090302278
6.121727132338647	1.7216385993722194
5.970993310129306	1.7540764938865787
5.270249400213908	1.6814363580719582
5.010194451618399	1.656682365720674
5.0892693386714765	1.8732826867680001
6.052207314754657	1.7304741939986719
5.766667649819885	1.6875413105586439
4.7882204737939045	1.6380611216851575
5.288169189990409	1.7950042061067268
5.3253073990888415	1.7027247936618457
5.866010755593002	2.065527591222689
6.146560489205777	1.5830850597337467
4.962111181995809	1.7742285918526823
6.460568658223854	1.754823691086319
6.39838878163505	1.6385926795534664
6.264503567503095	1.4628893432048966
5.95084371498631	1.5294152907243888
7.618944080857574	1.5916973548009146
5.841096123574451	2.068284685683129
5.663550918380161	2.083180976880337
6.9089283948618	1.5028365231389842
5.203284921825628	1.6685168167686604
5.430141267276328	1.6186401558947334
4.188988306499886	1.6435074947530464
6.375206851353703	1.583583997581406
5.704325621630833	1.4398272420551996
5.301934662037231	1.597205991996943
5.542914005713723	1.6594037310425456
6.288560935567345	1.6206156522862645
6.108576622436729	1.7999922555425603
5.845636143933352	2.0690052891685884
5.978152444359399	1.6743198410730258
6.660503863418199	1.9249980185618583
5.91940769082641	2.0193342275869455
4.37210901762101	1.4525555451139194
5.73027741783574	1.866421790417372
4.568501035823396	2.394042859100933
6.492484257094106	1.7940481001179363
6.496149604527978	2.11564123759744
6.093765531080783	2.1491349508776993
5.400294259191204	1.8814174319053034
5.5572616179685435	2.221010861613609
5.581860548790444	1.7924471187186621
6.7471664176367305	2.0964738983746094
5.71207542711351	2.3089832951235976
6.483952218297856	2.011441469383141
6.225309676247505	1.6888445436385873
6.325554421419789	2.104810809771413
6.197673258715439	2.0574896657483257
5.951630843642959	2.0373743517227743
6.4037626144745445	1.8776470282238062
7.351360140090702	1.7962587716382012
7.679406109371524	1.8338604427459277
6.079082557666404	1.673628806969251
7.091939281288546	1.6203137178168148
6.515317002079803	2.083892083768762
7.447818863767567	1.856371015026372
9.26881935287977	2.1748845154843894
7.440876315081102	1.785021832526387
6.686143017223447	1.8071814398357187
6.558898733347876	1.9187115763953766
5.605901212537729	1.782676255492218
6.407808396597129	1.8258428175805215
8.757268215062894	1.6939373286990056
7.860064548317748	1.828006341584414
7.993761826946731	1.9681315915286046
7.235493807408371	1.7304449972677043
6.764612061252128	1.7560040544115674
5.6698254164457556	1.5904507701082
6.057012669373751	1.415174280938634
7.7859030737688055	1.5423598108937688
7.052525636859632	1.47803235123268
5.667939734082466	1.728995449730364
5.769376712599128	1.7500810232846906
8.34568895430105	1.584869444792094
5.776394542497689	1.4359128511409476
6.137435308745025	1.572275424994545
6.641906954000345	1.5366336346588043
6.235215824341312	2.0066012327485474
6.632347067592579	1.6837317437984227
5.1637562696303805	1.5539929375147423
5.46539476290153	1.535928435744575
6.2343907504976865	1.4385825558513927
6.8302446184958	1.477073496041296
4.937588234589158	1.5805508516266409
6.485794642443499	1.624695934630239
6.098806593379172	2.014461915322658
6.1767272702593035	1.7625534375218832
6.24284754878358	1.6230328653223378
5.979013671927098	1.8028198893931817
7.407440258739433	1.7910505926028142
5.667330494263444	1.6025942388534868
6.27856735474865	1.8947290398966454
6.364476820443929	1.5145266298712794
5.421980574943721	1.9828708118918044
5.722567790396046	1.8604085744375982
8.444049938371712	1.8512871301741045
6.178241917165159	2.056121792698858
6.508665978149413	1.6809106019588018
5.790668274612788	1.6483234010631043
4.791726861874687	1.8575500773277451
5.929132718980891	2.014803162542543
6.1636851558700085	1.7176816902252787
6.097866692557944	1.8760470762629886
5.224477996562202	1.7693350666293195
5.723705917641883	1.9686641294907237
6.346546650987793	1.9901332429604117
5.821211570073782	1.9298837285663883
5.541453384746017	1.8652515792214273
8.695130694952477	2.2955994610831345
4.840252885103752	2.0891530098459805
6.052631319229814	2.2011277862883794
5.355846290560986	1.8479676968675651
6.437080735088193	1.6247658082148955
5.519339483071566	1.6531746473097038
4.916305440791472	1.6869508198148115
6.4977615523132775	1.9898271005177066
7.869424912379684	2.0185646519245717
5.570213258269245	1.8477734935572836
6.331541038126309	1.9241302609577309
7.02381800355275	2.3530123101239524
7.399528727764449	2.1651364884438626
4.737899765648204	2.215895263763713
5.500225236249514	1.9641973632777965
7.362908689997685	1.994698975652097
7.103804285942287	1.9426061420941694
7.44887005988938	1.7044970892620979
6.133552868280514	1.95187931353405
5.885941061079635	2.016196698564719
9.439180674620658	2.2046162126388067
6.523617252544094	1.7662375312790366
9.194720746188436	1.724207541906971
7.2253084725305925	1.7774394737133943
6.500988318053475	1.9547295179595119
4.988683380074049	1.964340949268144
6.002755989696328	1.8615657765522557
4.8768014012762055	1.8469528166674807
9.111316069828824	2.091943957396453
6.872158397497913	1.9274261006312956
5.299854647217586	2.3151492540508776
7.597381012976294	1.9507549631399486
7.035004221921838	2.193873038125324
6.269559211138783	2.0254285891717445
5.595410440723884	2.0544052784136664
8.331159810251515	1.971133358600983
6.358655905309457	1.9745727099751038
6.394781501923132	1.8171602153820838
8.238029013955423	1.9151295551340448
7.724948988207613	1.7568116254817223
7.541235926410917	1.8436346056473036
8.155925384412688	1.7251301621433015
6.361720985890423	1.9715358267536387
10.261270389709164	2.0723673026534453
7.430517429331231	1.8356681246448716
9.728982838467807	2.079762663579953
7.104414183466873	1.8740733479097549
7.477323719088289	2.0591881969167476
5.297652992509017	1.9176524525373841
6.834756112447287	2.2547245228149917
8.313180993804382	1.8224220679575993
8.706683288643571	2.2311860995878154
6.734033524859511	2.210952054004203
6.542730530636364	2.153048715672863
8.546792848149867	1.810317953086722
6.378794100586102	1.9186062002699908
8.270434266797453	2.350555743313415
9.273122816167808	2.2620653530875185
8.633025863703383	2.1790341843990673
7.478702132954711	2.0253889357770323
7.240201345220509	1.6446013973507785
6.350697198093603	1.839377852052179
7.119683417545152	1.9197497410010718
8.022279586479298	2.0742898533521106
8.13638296026553	1.7398600974307368
7.01898508744782	1.8083747703797917
6.583019691725012	1.7297713524326623
8.60548353030224	1.7659217341093338
7.700633333421063	1.6720420394906104
7.398014935941314	1.5859932756203141
7.948235789555979	1.7647729545720952
6.732776237495688	1.772670814918391
7.163436905386337	1.8119366655128935
9.679906266111788	1.5848258855820931
7.638950540667811	1.8848738807487404
9.34853583786631	1.651943228605463
6.440802811192455	1.9711528894073824
6.369135471291805	1.8289308966406563
5.757567478834393	1.5267072154447958
6.252783985948241	1.8260007085390837
9.131764449501624	1.622561106974188
7.016723838849806	1.8336668091046588
6.661546594650056	1.8853681511168514
5.83692363374388	1.6259948919784235
7.66759329399275	2.0357500659413557
5.6367241753807535	1.6195539419169076
5.777625831733282	1.5843007316279167
8.16165273925044	1.7230272104496505
6.249309474460769	1.758946754647498
5.557761360886445	2.0989298515645607
6.1901997560051445	2.069250359604087
7.424344432683919	1.8041570628907848
5.82631907306289	2.1069399761772707
6.895448032623236	2.070945034686205
5.980398335591157	2.062120816217197
5.669505719108773	2.370403568077428
6.000023897091214	2.1561604412712634
5.857961665118739	2.0082928036477656
6.494996378928702	2.3340607876578052
6.857482980419615	2.188603537178569
6.268884534797331	1.7798265768908754
5.568711905804857	1.9412748857531381
7.159918005310926	2.1234339585682416
7.836907802406057	2.1600725793920885
6.559553272689733	1.775417080250082
10.486082769446957	2.1385720378698387
6.133491198139119	2.1287207148288574
6.038100962713781	2.2260452024813744
7.037180256229971	2.0658709013434904
6.31193023067504	2.0923792479973766
5.7526261251542925	2.453892208527625
6.537038010147092	1.772319361161654
5.460314138914711	1.9983832804283026
5.1325353705290615	1.9802606812672703
7.1889202487803985	2.0934171446207444
4.645733067887022	1.9127927565811162
6.184244867075598	2.012227128812077
5.854017220653555	2.106215922769296
6.2911467712095	1.870765261041176
5.178743282957185	1.7525523717167402
5.609873397553488	2.0209661378793045
6.039180260892207	2.2448107405899727
5.504607353179571	2.4654436388333765
5.475363201321569	2.1074720523435913
5.487445526146224	2.277190377850014
6.551676153556837	2.422111776712954
5.946674081937508	2.213202405138239
5.873361150574834	2.358366655511136
5.9072192148399045	2.713862117389872
4.697638678512975	2.63463188295788
6.207539354906546	2.818895174464426
5.881256992100399	2.4515320077702882
5.5337219865205585	2.499007924016372
5.392791300315107	2.5714522346721296
5.952978783972241	2.2534015901710873
6.816703557405612	2.6903954857675343
6.94531458114831	2.342634031491419
6.513845097337359	2.1887782874869863
8.004376087632584	1.8145377922320716
9.405224862401758	2.2763141812664367
6.983123021131438	2.040011147411784
5.328230402615871	2.5872717353164023
5.939862874556396	2.35382956405815
6.174898042337619	2.101404272634995
6.829313188075883	2.0357236379126364
7.211520639835322	1.7814396219292383
6.633596127698534	2.2361466330373085
5.58777871469794	2.0620910272111903
7.906872470459491	2.2240146466293504
8.463217207414374	1.8505143219874092
6.119486803085849	1.915783412423145
7.48318845903899	1.8468236486604528
9.922657923331885	2.24753862221384
7.159889014341508	2.2304691964341843
7.446845099471571	1.986986351056853
6.944634229015117	1.6709471840579613
6.5460854830128445	1.7420610861014838
6.5294247513074115	2.248257577503479
7.286118297361867	2.1296675522245603
4.588574320760164	1.7191928415547402
8.164578823835889	1.595677137330508
7.711338678292671	1.9405389510338824
7.718899307528722	1.8821224635261702
8.210675805578724	1.7524164585354536
6.631396674733281	2.0510030257403464
6.970757885919042	2.0795740683663917
5.770203911866222	1.8839425329907642
7.441168465528572	1.6501605514827558
7.021025305859831	2.0189913796350614
7.6609753616685765	1.9748490028578418
9.57490186322615	1.519784389710874
9.265694995080839	1.6800057274428362
6.278693980960026	2.0426120359433555
6.288418924097742	1.7355669601795405
7.431221572761932	2.3429985511389577
6.4190603397533454	1.7461329228150473
8.928484158486253	2.0870408783616985
5.881415099014141	2.1901249207034885
7.797738415394303	2.0555043271912874
10.047342323393256	2.3551869992116155
9.160772708022936	2.0476193991653706
8.483893164976488	2.419387648531852
7.493973438242706	2.0019817833830293
5.61587600751149	2.0028305111299356
6.832602184572397	1.8596562428201437
6.747082811215981	1.9630972490799994
7.926125789810666	2.0970129319463564
6.79539610572038	2.3725146922524187
11.304661439354053	2.0783455316074515
6.562523146658222	2.102722848207745
7.9600557949705495	2.299061102385995
8.815150944421534	2.004868768183581
6.363619054150537	2.0317431841627607
6.717427188141915	2.126534611678868
7.873688678096579	2.2170041222007173
6.37141050408868	1.775691173278428
7.160576797885571	2.4346304610716825
7.574864207892986	2.1252635191836022
6.14855393908056	2.0454286474239316
7.031430629273134	1.689852015285345
7.601412855450728	1.906237930916025
5.7396193535141515	1.7500829549162102
7.335411681588318	1.5591139951621515
5.755643179793335	2.2052327799528606
7.592578255224999	2.3421955532873557
6.422453429663922	1.9725871836950124
7.323782463375978	1.6686448379127543
8.003507930728365	2.281693827105602
6.393721551967636	1.903667913494779
7.537738648839078	2.0222274029521925
7.118612346759128	2.2372076590362218
7.622861260900661	2.2172482775812483
7.444217812113508	2.04695782885688
9.615982244879923	1.8689412160936751
8.52256221662838	1.947127609409581
7.42282391606218	1.7416847962468074
5.9344041690887765	1.9629617382934665
8.148752314253699	1.948152994669557
9.61579568253021	1.9520093270361414
8.030329515797233	1.7247325599764887
5.886655732858973	1.5784716921724053
9.726117222785474	1.649849309592119
6.733316696757141	1.8050806515496498
8.46369576744307	1.6928759155408502
6.444918704437164	1.5685111443212367
7.133094186448277	1.630913375025111
6.503899434550885	1.522225988609188
8.272531922694244	1.6618506718036068
7.793393154446056	1.5892407397740906
5.000792207291771	1.4250566510205809
7.823037278101019	1.6193917693235373
6.198378135528398	1.622159697072681
7.082094168302696	1.4993403453793
8.30192026385185	1.7527537178957946
8.260032591020936	1.6528260503401009
6.364160072834297	1.6107060602277579
7.580395785056529	1.426479305026811
7.094053736285066	1.670889910451091
5.2810832703747606	1.4608196761233876
5.998451083278872	1.5408562072693752
6.6511315133174955	1.2941664275469584
7.127246449844857	1.5349120459980854
6.8462094622862315	1.499085211242104
7.234009800485823	1.6499824432714556
8.220586305026565	1.5248357468236835
7.794408135875109	1.556101426317019
5.929643230043662	1.1167705334673403
6.820219471757993	1.330550030622428
6.578113742310134	1.4296466407389559
10.016145493049928	1.484249382154852
5.930764435391495	1.4302503589191786
7.004481561711816	1.5646406902180494
7.977087558552684	1.1768768067516089
7.83924772472737	1.276150301505359
7.855158318205987	1.1697391821416654
10.416586318552776	1.6603931587216558
7.633851585187934	1.278068006012985
8.777026731948068	1.4840768459652283
7.696481019471139	1.3428205584331911
7.554083381212693	1.2562520333555716
9.2955835117525	1.489351691067013
8.09999532093471	1.3389233283973603
7.135867811950446	1.7739976107558533
5.947484308303618	1.5826462230102099
8.0662736950756	1.446061806723268
11.589985306471188	1.4820689120321686
7.84508516005269	1.5073555733611816
9.026369613455657	1.375205941058738
9.16641072549975	1.4504350725889628
