g_var[1]	g_var[2]
3.5367442494750434	1.0736169387488261
4.077330388838401	1.112668069216825
3.812647790335205	1.0417381291192367
5.140372686879409	1.0413101034970067
3.459812522848637	0.867452529780464
4.060362766305577	1.1517074608513822
3.531615782166605	1.1494297279539356
3.0705489969609903	1.2760471762120666
4.842976257754532	1.0517214561990447
4.7690761077929835	0.9102975244748011
3.467921221267592	1.146482183285178
4.66495359781057	1.2264776552456926
2.9142119963354847	1.3786877348053244
6.463079030876865	1.3557238410621302
5.078081883967503	1.1938203799434397
3.6333813744975094	1.29648511581989
3.296893276902005	1.207765088611365
5.773665920046488	1.1371096455178133
5.086825540040492	1.1732390142867934
5.080636838344189	1.4792167777572414
3.1402402794969766	1.0080392355320775
5.04603376075292	1.0771653367999612
3.984080283562639	0.9982774121493703
4.228830803455824	1.4679651919908698
4.53691644269793	1.0483664359804576
3.725550975876266	1.2297054711958118
4.060065896222654	1.311304813523727
5.518712078797447	0.9862293149879441
4.514614007439975	1.334441202271391
5.284041107560641	1.3097106112151518
4.8565621815382345	1.054812387089363
3.889084292936749	1.2199596335396805
4.12322153847492	0.9878593615755586
3.0510313155748165	0.9659158832371715
5.594843458786901	1.1277520866842532
3.762136665016152	0.9683493426296195
4.453769322175981	1.135430838850492
5.353037277972713	1.1475813349530495
5.753818798303846	1.038728404174671
5.203751422741493	0.9780467883375024
5.342935285173855	0.9612125598238146
5.027886682250985	1.1473322747450045
4.883307179419958	1.138733871674157
5.336258643354729	1.0490294273020437
4.5296385705461475	1.0535733138637906
6.51421437595469	1.0768104442682014
4.740533548080391	1.2355989239629503
5.346950495842917	1.3316026198121065
5.1972035065660895	1.0420775254183727
3.8167381574922263	1.1247827878547743
4.6119733328638945	1.014443323583306
7.509468106627647	1.1580879751996915
3.4683255065275826	1.1817828163493247
5.850090642662495	1.29700958059773
4.621851312322566	1.0935316992508384
6.066829215982923	1.0321377468200377
5.819043741000251	1.0470360439680744
4.769735962956972	0.947777155074196
5.326956059200871	1.1455352910527066
4.629311511688195	1.0669143218509385
4.017788337339759	1.190327383423409
4.909183238533612	0.9420580722321391
4.430521077858409	1.0357234653543206
3.877174489692454	1.1774223560960155
4.303426528943227	1.1144810536540357
4.724820420508811	1.0970464075117146
3.987096147771651	1.057196214709337
4.278473164646654	0.846893506832399
4.251138581576261	1.0178503023216898
4.937114049911217	0.9378410667965579
3.4941722331492526	1.196423115094184
5.068064282647757	1.0128936035434741
5.076837442930624	0.9853642027852277
3.227504732530651	1.042985843745214
3.7362499769036512	1.1576413645427643
4.958912114464467	0.9324278238522953
4.497026498603934	1.0253396446114695
4.260326306268697	1.0476730177096079
4.289732991995232	1.0980007048032314
4.822877905537294	0.8560625571770316
3.727792899144298	1.235017219577842
3.9823162941197743	0.9842794271660134
4.032742551620943	1.0681688190656153
5.114538885659871	1.2760519093166733
5.333242589786156	1.12606200475385
5.010835005615129	1.2203512700347687
4.616342023833654	1.3604769667220649
4.376523484990971	1.2400212239080235
4.467477155791554	1.2481457481396152
4.649487491068265	1.0638015556584997
5.080736558334208	1.3612756907263661
